,organization,industry,section,gri_idx,sim_score,gri_desc
1270,qantas,aviation,qantas-sustainability-2023-36,gri_2-22,0.5220687389373779,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1271,qantas,aviation,qantas-sustainability-2023-36,gri_304-2,0.5116574764251709,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
1272,qantas,aviation,qantas-sustainability-2023-36,gri_2-2,0.4987561404705047,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
1273,qantas,aviation,qantas-sustainability-2023-36,gri_2-25,0.4464542269706726,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
1274,qantas,aviation,qantas-sustainability-2023-36,gri_305-1,0.4388599693775177,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
1275,qantas,aviation,qantas-sustainability-2023-37,gri_2-22,0.4907327890396118,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1276,qantas,aviation,qantas-sustainability-2023-37,gri_2-25,0.4735425412654876,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
1277,qantas,aviation,qantas-sustainability-2023-37,gri_2-2,0.4663312137126922,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
1278,qantas,aviation,qantas-sustainability-2023-37,gri_304-2,0.4359411597251892,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
1279,qantas,aviation,qantas-sustainability-2023-37,gri_2-5,0.4247840046882629,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): External assurance (Organization's policy and practice for seeking external assurance, external climate change policies or goals)"
1280,qantas,aviation,qantas-sustainability-2023-38,gri_2-2,0.4844062030315399,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
1281,qantas,aviation,qantas-sustainability-2023-38,gri_2-22,0.4620413780212402,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1282,qantas,aviation,qantas-sustainability-2023-38,gri_305-1,0.4223470389842987,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
1283,qantas,aviation,qantas-sustainability-2023-43,gri_201-2,0.4477770328521728,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1284,qantas,aviation,qantas-sustainability-2023-43,gri_2-22,0.4304141402244568,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1285,qantas,aviation,qantas-sustainability-2023-44,gri_201-2,0.4170606732368469,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1286,qantas,aviation,qantas-sustainability-2023-45,gri_201-2,0.4687645137310028,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1287,qantas,aviation,qantas-sustainability-2023-45,gri_201-1,0.4665862619876861,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Direct economic value generated and distributed (Company's direct economic value (revenue) generated)"
1288,qantas,aviation,qantas-sustainability-2023-47,gri_2-22,0.423954039812088,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1289,qantas,aviation,qantas-sustainability-2023-48,gri_201-2,0.4999875426292419,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1290,qantas,aviation,qantas-sustainability-2023-48,gri_302-4,0.4303849935531616,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
1291,qantas,aviation,qantas-sustainability-2023-48,gri_308-2,0.430105984210968,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
1292,qantas,aviation,qantas-sustainability-2023-48,gri_302-5,0.405788779258728,"Energy (Energy Management, Fuel Consumption): Reductions in energy requirements of products and services (Company's energy requirements reduction for its products or services)"
1293,qantas,aviation,qantas-sustainability-2023-51,gri_201-2,0.4341138303279876,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1294,qantas,aviation,qantas-sustainability-2023-52,gri_2-22,0.4090175032615661,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1295,qantas,aviation,qantas-sustainability-2023-52,gri_2-2,0.4033655822277069,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
1296,qantas,aviation,qantas-sustainability-2023-57,gri_306-1,0.492131620645523,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
1297,qantas,aviation,qantas-sustainability-2023-57,gri_305-5,0.4846805930137634,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
1298,qantas,aviation,qantas-sustainability-2023-57,gri_306-3,0.4071784615516662,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generated (Total amount of waste generated by the organization)"
1299,qantas,aviation,qantas-sustainability-2023-58,gri_2-22,0.499004453420639,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1300,qantas,aviation,qantas-sustainability-2023-58,gri_201-2,0.4919203817844391,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1301,qantas,aviation,qantas-sustainability-2023-58,gri_2-25,0.4819815158843994,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
1302,qantas,aviation,qantas-sustainability-2023-58,gri_308-2,0.4708190560340881,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
1303,qantas,aviation,qantas-sustainability-2023-58,gri_2-5,0.4543385505676269,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): External assurance (Organization's policy and practice for seeking external assurance, external climate change policies or goals)"
1304,qantas,aviation,qantas-sustainability-2023-58,gri_2-2,0.433160662651062,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
1305,qantas,aviation,qantas-sustainability-2023-59,gri_201-2,0.592481255531311,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1306,qantas,aviation,qantas-sustainability-2023-59,gri_2-25,0.4575451016426086,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
1307,qantas,aviation,qantas-sustainability-2023-59,gri_2-22,0.4505255222320556,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1308,qantas,aviation,qantas-sustainability-2023-60,gri_201-2,0.5172052383422852,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1309,qantas,aviation,qantas-sustainability-2023-60,gri_201-1,0.4388576447963714,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Direct economic value generated and distributed (Company's direct economic value (revenue) generated)"
1310,qantas,aviation,qantas-sustainability-2023-60,gri_2-25,0.4224859476089477,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
1311,qantas,aviation,qantas-sustainability-2023-60,gri_2-22,0.4045142829418182,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1312,qantas,aviation,qantas-sustainability-2023-61,gri_201-2,0.4483797550201416,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1313,qantas,aviation,qantas-sustainability-2023-62,gri_305-1,0.5412700176239014,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
1314,qantas,aviation,qantas-sustainability-2023-62,gri_305-2,0.5355383157730103,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 2) (What is the amount of GHG emissions that the organization is indirectly responsible for?)"
1315,qantas,aviation,qantas-sustainability-2023-62,gri_305-3,0.5132315754890442,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 3) (What is the amount of other indirect (Scope 3) GHG emissions that the organization is indirectly responsible for?)"
1316,qantas,aviation,qantas-sustainability-2023-62,gri_305-5,0.5066847801208496,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
1317,qantas,aviation,qantas-sustainability-2023-62,gri_305-6,0.4135833084583282,"Emissions (Climate Change, Pollution & Toxics): Emissions of Ozone-Depleting Substances (ODS) (How many metric tons of ODS did the company emit?)"
1318,qantas,aviation,qantas-sustainability-2023-62,gri_305-7,0.4110037088394165,"Emissions (Climate Change, Pollution & Toxics): Nitrogen oxides (NOX), sulfur oxides (SOX), Hazardous Air Pollutant (HAP) and other significant air emissions (How many metric tonnes of SOx, NOX, HAP does the company emit?)"
1319,qantas,aviation,qantas-sustainability-2023-63,gri_305-5,0.5016200542449951,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
1320,qantas,aviation,qantas-sustainability-2023-64,gri_201-2,0.6052897572517395,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1321,qantas,aviation,qantas-sustainability-2023-64,gri_201-1,0.4761809110641479,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Direct economic value generated and distributed (Company's direct economic value (revenue) generated)"
1322,qantas,aviation,qantas-sustainability-2023-65,gri_201-2,0.5813916921615601,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1323,qantas,aviation,qantas-sustainability-2023-66,gri_201-2,0.5636401176452637,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1324,qantas,aviation,qantas-sustainability-2023-67,gri_201-2,0.53406822681427,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1325,qantas,aviation,qantas-sustainability-2023-68,gri_201-2,0.5319994688034058,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1326,qantas,aviation,qantas-sustainability-2023-68,gri_201-1,0.4325087666511535,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Direct economic value generated and distributed (Company's direct economic value (revenue) generated)"
1327,qantas,aviation,qantas-sustainability-2023-68,gri_2-22,0.4232408702373504,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1328,qantas,aviation,qantas-sustainability-2023-71,gri_201-2,0.4450411200523376,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1329,qantas,aviation,qantas-sustainability-2023-72,gri_201-2,0.5940021276473999,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1330,qantas,aviation,qantas-sustainability-2023-72,gri_201-1,0.4454428553581238,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Direct economic value generated and distributed (Company's direct economic value (revenue) generated)"
1331,qantas,aviation,qantas-sustainability-2023-73,gri_201-2,0.5072060823440552,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1332,qantas,aviation,qantas-sustainability-2023-74,gri_302-4,0.4073157012462616,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
1333,qantas,aviation,qantas-sustainability-2023-78,gri_201-2,0.4021461009979248,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1334,qantas,aviation,qantas-sustainability-2023-84,gri_201-2,0.4360698461532593,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1335,qantas,aviation,qantas-sustainability-2023-85,gri_2-25,0.436184823513031,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
1336,qantas,aviation,qantas-sustainability-2023-85,gri_2-22,0.4071981906890869,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1337,qantas,aviation,qantas-sustainability-2023-85,gri_2-29,0.4029596745967865,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Approach to stakeholder engagement (Company's process for identifying relevant stakeholders across its value chain)"
1338,qantas,aviation,qantas-sustainability-2023-87,gri_2-5,0.4673383235931396,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): External assurance (Organization's policy and practice for seeking external assurance, external climate change policies or goals)"
1339,qantas,aviation,qantas-sustainability-2023-87,gri_308-2,0.4265963435173034,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
1340,qantas,aviation,qantas-sustainability-2023-87,gri_2-22,0.4231999814510345,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1341,qantas,aviation,qantas-sustainability-2023-87,gri_2-24,0.4062256515026092,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Embedding policy commitments (Describe how organization embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships)"
1342,qantas,aviation,qantas-sustainability-2023-88,gri_201-2,0.4707148671150207,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1343,qantas,aviation,qantas-sustainability-2023-88,gri_308-2,0.4285449683666229,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
1344,qantas,aviation,qantas-sustainability-2023-88,gri_2-25,0.4272613525390625,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
1345,qantas,aviation,qantas-sustainability-2023-88,gri_2-22,0.4102582335472107,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1346,qantas,aviation,qantas-sustainability-2023-90,gri_304-2,0.548883318901062,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
1347,qantas,aviation,qantas-sustainability-2023-90,gri_2-27,0.511812686920166,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
1348,qantas,aviation,qantas-sustainability-2023-90,gri_2-25,0.5002785921096802,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
1349,qantas,aviation,qantas-sustainability-2023-90,gri_2-2,0.4824734032154083,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
1350,qantas,aviation,qantas-sustainability-2023-90,gri_308-2,0.4711883664131164,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
1351,qantas,aviation,qantas-sustainability-2023-90,gri_2-24,0.4516728520393371,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Embedding policy commitments (Describe how organization embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships)"
1352,qantas,aviation,qantas-sustainability-2023-90,gri_307-1,0.4153347611427307,"Environmental Compliance (Non-compliance, Laws & Regulations, Sanctions): Environmental Non-Monetary Sanctions (Total number of non-monetary sanctions for non-compliance with environmental laws and regulations incurred by the organization? )"
1353,qantas,aviation,qantas-sustainability-2023-90,gri_2-28,0.4006654918193817,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Membership associations (industry peers) (Industry associations, other membership associations, and national or international advocacy organizations in which organization participates)"
1354,qantas,aviation,qantas-sustainability-2023-92,gri_305-2,0.5112043023109436,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 2) (What is the amount of GHG emissions that the organization is indirectly responsible for?)"
1355,qantas,aviation,qantas-sustainability-2023-92,gri_305-3,0.5079817771911621,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 3) (What is the amount of other indirect (Scope 3) GHG emissions that the organization is indirectly responsible for?)"
1356,qantas,aviation,qantas-sustainability-2023-92,gri_305-1,0.5064138174057007,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
1357,qantas,aviation,qantas-sustainability-2023-92,gri_305-5,0.4890373945236206,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
1358,qantas,aviation,qantas-sustainability-2023-92,gri_305-7,0.4655304551124573,"Emissions (Climate Change, Pollution & Toxics): Nitrogen oxides (NOX), sulfur oxides (SOX), Hazardous Air Pollutant (HAP) and other significant air emissions (How many metric tonnes of SOx, NOX, HAP does the company emit?)"
1359,qantas,aviation,qantas-sustainability-2023-93,gri_306-2,0.5703365802764893,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Management of significant waste related impacts (How does the organization recycles waste?)"
1360,qantas,aviation,qantas-sustainability-2023-93,gri_306-1,0.5495402812957764,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
1361,qantas,aviation,qantas-sustainability-2023-93,gri_306-3,0.4729758501052856,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generated (Total amount of waste generated by the organization)"
1362,qantas,aviation,qantas-sustainability-2023-93,gri_301-1,0.4327884316444397,"Materials (Health and Safety, Waste Management, Recycled Materials): Materials used by weight or volume (Total weight of materials that are used to produce and package the organization's primary products and services)"
1363,qantas,aviation,qantas-sustainability-2023-94,gri_301-2,0.455979585647583,"Materials (Health and Safety, Waste Management, Recycled Materials): Recycled input materials used (Percentage of materials used are recycled input materials)"
1364,qantas,aviation,qantas-sustainability-2023-95,gri_306-1,0.4550935626029968,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
1365,qantas,aviation,qantas-sustainability-2023-97,gri_306-2,0.5714821815490723,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Management of significant waste related impacts (How does the organization recycles waste?)"
1366,qantas,aviation,qantas-sustainability-2023-97,gri_306-1,0.536675214767456,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generation and significant waste-related impacts (What is impacted by the organization's waste?)"
1367,qantas,aviation,qantas-sustainability-2023-97,gri_306-3,0.4755297303199768,"Effluents and Waste (Waste Management, Recycled Materials, Waste reduction, Waste generation): Waste generated (Total amount of waste generated by the organization)"
1368,qantas,aviation,qantas-sustainability-2023-97,gri_301-1,0.4438496232032776,"Materials (Health and Safety, Waste Management, Recycled Materials): Materials used by weight or volume (Total weight of materials that are used to produce and package the organization's primary products and services)"
1369,qantas,aviation,qantas-sustainability-2023-100,gri_201-2,0.4175769686698913,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
1370,qantas,aviation,qantas-sustainability-2023-102,gri_304-2,0.551848828792572,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
1371,qantas,aviation,qantas-sustainability-2023-102,gri_304-1,0.519236147403717,"Biodiversity (Corporate Accountability, Nature): Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas (All the locations (owned and controlled by company) where it conducts activities)"
1372,qantas,aviation,qantas-sustainability-2023-102,gri_304-3,0.5104050040245056,"Biodiversity (Corporate Accountability, Nature): Habitats protected or restored (Species populations existing in or adjacent to its own locations)"
1373,qantas,aviation,qantas-sustainability-2023-102,gri_2-22,0.4040074348449707,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
1374,qantas,aviation,qantas-sustainability-2023-150,gri_2-25,0.4442304074764251,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
1375,qantas,aviation,qantas-sustainability-2023-150,gri_2-27,0.4411801993846893,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
1376,qantas,aviation,qantas-sustainability-2023-150,gri_2-22,0.4197475910186767,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
